1, 1.8587e+07, 1.5071e-13, -2.3998e-28, 0, 0
1, 6.4867e+07, -2.2872e-08, 3.2008e-07, 0, 0
1, 203.75, -6.5531e-09, 2.3418e-07, 0, 0
1, 6.1432e+06, -3.4256e-09, 1.9912e-07, 0, 0
1, 608.57, -1.4754e-09, 1.6131e-07, 0, 0
1, 12581, -1.1512e-10, 8.5303e-08, 0, 0
1, 8.9611e+05, -3.3825e-11, 6.2707e-08, 0, 0
1, 10.572, -8.494e-12, 4.4403e-08, 0, 0
1, 167.92, -3.733e-12, 3.6157e-08, 0, 0
1, 8.3386e+06, 2.8233e-08, -3.1095e-10, 0, 0
1, 536.02, 3.8944e-08, 1.4288e-08, 0, 0
1, 6.4181e+09, -2.9389e-08, 2.6568e-09, 0, 0
1, 0.3724, -4.1226e-08, 6.3675e-08, 0, 0
1, 0.52378, 2.0118e-08, -3.2177e-08, 0, 0
1, 6594.4, 1.6632e-08, -2.7343e-08, 0, 0
1, 3.6255e+07, 2.7805e-08, 2.3353e-08, 0, 0
1, 9.008e+08, 9.7322e-09, -7.896e-08, 0, 0
1, 12.317, -1.6346e-08, 2.4697e-08, 0, 0
1, 15.24, 4.1846e-08, -2.7648e-08, 0, 0
1, 6.7071, -3.6899e-08, -1.0091e-08, 0, 0
1, 1.1273e+09, -2.7912e-08, -1.7158e-08, 0, 0
1, 9.2388e+07, -9.6652e-09, 3.897e-08, 0, 0
1, 640.7, -6.3075e-10, 4.8397e-08, 0, 0
1, 181.99, -2.0932e-09, 4.4338e-08, 0, 0
1, 373.94, 4.0038e-08, -3.5353e-08, 0, 0
1, 156.96, 1.7133e-08, 4.8895e-08, 0, 0
1, 8889.1, 2.041e-08, -3.1228e-08, 0, 0
1, 4.401e+09, -8.2419e-08, 2.5677e-08, 0, 0
1, 6.1438, -2.7124e-08, 6.7281e-08, 0, 0
1, 4.7607e+06, 9.5286e-08, 7.3268e-09, 0, 0
1, 5.8353e+08, 1.5606e-09, 4.4641e-08, 0, 0
1, 9.2163e+06, -3.6099e-08, -3.5881e-10, 0, 0
1, 487.98, 3.755e-08, 1.3709e-10, 0, 0
1, 7.1534e+07, 4.5105e-09, -3.0093e-08, 0, 0
1, 16078, -4.7164e-08, 1.6574e-08, 0, 0
1, 719.19, 3.2418e-08, 1.0709e-08, 0, 0
1, 3.0775e+07, 3.0799e-08, 9.3713e-09, 0, 0
1, 15.676, 5.3035e-08, -2.3772e-08, 0, 0
1, 1.3045, 2.9568e-08, 6.6598e-08, 0, 0
1, 1.2789e+05, 1.0548e-07, -3.5546e-08, 0, 0
1, 587.93, 5.401e-08, 1.8488e-08, 0, 0
1, 2.9006, 4.3103e-08, 7.8472e-09, 0, 0
1, 1.7219e+08, -5.9099e-09, 3.2117e-08, 0, 0
1, 3308.4, 5.2026e-09, 5.2152e-08, 0, 0
1, 3.1643e+06, -4.0416e-08, 2.2412e-08, 0, 0
1, 1.2722e+07, 2.5733e-08, 1.4116e-08, 0, 0
1, 31.268, 2.483e-08, -3.4952e-08, 0, 0
1, 194.21, -2.2518e-08, 2.3337e-08, 0, 0
1, 1.438e+09, -2.7008e-08, -6.9969e-08, 0, 0
1, 3.1426e+06, 2.3225e-08, -4.3845e-08, 0, 0
1, 5.5764, 1.7905e-08, -4.8092e-08, 0, 0
1, 2.5313e+05, -2.74e-08, 2.0763e-08, 0, 0
1, 3.7929e+05, -4.0917e-08, -2.5545e-10, 0, 0
1, 1.3174, 1.3991e-07, 1.2548e-08, 0, 0
1, 0.67987, -2.833e-08, 1.1004e-09, 0, 0
1, 5.5441e+07, 2.276e-08, 1.769e-08, 0, 0
1, 1.1078e+08, 3.2962e-08, -1.7163e-08, 0, 0
1, 21.494, -5.3342e-09, -3.3924e-08, 0, 0
1, 3.0325e+08, 1.0677e-10, -3.2572e-08, 0, 0
1, 26199, -5.3825e-09, -3.6029e-08, 0, 0
1, 11.735, -2.9893e-08, -2.9449e-08, 0, 0
1, 2172.2, -2.0554e-08, -2.0929e-08, 0, 0
1, 2.0133e+07, -5.8895e-08, -5.31e-08, 0, 0
1, 2.8703e+09, -2.8677e-09, -4.2383e-08, 0, 0
1, 4.8402e+09, -4.8556e-08, 1.0335e-09, 0, 0
1, 7.2931e+09, -3.66e-08, 1.9216e-08, 0, 0
1, 3601.2, 1.4653e-08, 2.744e-08, 0, 0
1, 0.98653, -3.0274e-08, -2.2428e-08, 0, 0
1, 3176.7, 2.5407e-08, 2.4194e-08, 0, 0
1, 3.6295e+06, -1.2638e-08, 2.5718e-08, 0, 0
1, 2.2483e+08, -2.8161e-08, 1.0156e-08, 0, 0
1, 55.376, -3.4108e-08, 7.1945e-09, 0, 0
1, 1.191, -3.4204e-08, -8.8479e-09, 0, 0
1, 5.7787e+08, 3.1045e-09, 3.149e-08, 0, 0
1, 6.6298e+09, 1.6158e-08, 4.5207e-08, 0, 0
1, 1236.4, 1.7696e-09, 3.3609e-08, 0, 0
1, 2.1929e+06, 1.3374e-08, -3.9967e-08, 0, 0
1, 1.0581e+08, 3.0078e-08, 5.1798e-09, 0, 0
1, 136.36, 2.8598e-08, -9.289e-09, 0, 0
1, 1.1889e+06, 2.7137e-08, 1.4459e-08, 0, 0
1, 236.53, -1.8036e-08, 2.1683e-08, 0, 0
1, 300.72, 2.3447e-08, 3.5757e-08, 0, 0
1, 1.6722e+08, 5.7546e-08, -2.068e-08, 0, 0
1, 8.36e+06, 6.0467e-09, -3.1435e-08, 0, 0
1, 2.3082e+07, -1.5734e-08, 9.9559e-08, 0, 0
1, 1.8602e+09, -5.4331e-09, -2.9825e-08, 0, 0
1, 263.36, 3.0545e-08, -2.9847e-08, 0, 0
1, 1.1929e+06, 5.1369e-08, -1.2174e-07, 0, 0
1, 34001, 3.14e-08, 7.1722e-08, 0, 0
1, 3.1923e+08, 6.4395e-08, -9.7549e-09, 0, 0
1, 183.24, -2.7934e-08, -2.7125e-08, 0, 0
1, 5.4296e+05, 8.0344e-09, -2.9603e-08, 0, 0
1, 55.201, -5.4575e-08, 2.3111e-08, 0, 0
1, 77.659, 2.9772e-08, -7.3899e-09, 0, 0
1, 1.337e+07, -2.8282e-08, 5.2284e-09, 0, 0
1, 1.1302e+06, 2.6478e-08, -3.5541e-08, 0, 0
1, 0.07796, -1.7965e-08, -2.4845e-08, 0, 0
1, 17972, -3.0163e-08, -2.3088e-08, 0, 0
1, 12186, 6.3135e-09, -3.9574e-08, 0, 0
1, 1595.5, 1.1634e-08, 3.0577e-08, 0, 0
1, 3420.5, -2.371e-08, 3.6002e-08, 0, 0
1, 2.1249e+08, 3.1934e-08, 5.4302e-09, 0, 0
1, 1.0959e+08, -5.1864e-08, -6.957e-08, 0, 0
1, 28388, -2.9442e-08, -4.4857e-08, 0, 0
1, 2.0587, -1.1476e-07, -1.2296e-07, 0, 0
1, 944.06, -3.8892e-08, -9.3594e-09, 0, 0
1, 1.5576e+08, -3.0599e-08, 7.786e-09, 0, 0
1, 23.415, -7.4916e-08, -3.298e-08, 0, 0
1, 41.936, -2.3985e-09, 2.831e-08, 0, 0
1, 13269, 1.749e-08, 3.2522e-08, 0, 0
1, 9.8342e+07, -2.3903e-10, 3.7054e-08, 0, 0
1, 2.2277e+07, 1.8943e-08, -2.0837e-08, 0, 0
1, 5.1229e+08, 2.3565e-08, -2.0802e-08, 0, 0
1, 13606, -3.4212e-08, 2.3652e-09, 0, 0
1, 76.335, 7.1172e-08, 3.4265e-08, 0, 0
1, 2904.5, -1.4285e-08, -3.1979e-08, 0, 0
1, 0.45874, -6.5194e-09, 1.2501e-07, 0, 0
1, 17.748, 6.5247e-08, 2.1285e-08, 0, 0
1, 2.0115e+05, -2.8748e-08, -4.6571e-08, 0, 0
1, 3.3168e+05, -6.5688e-08, -2.0305e-08, 0, 0
1, 2.1505, -3.9957e-09, -3.5059e-08, 0, 0
1, 0.7141, -2.7045e-08, -1.7139e-08, 0, 0
1, 1.3529e+05, -2.5916e-09, -2.8851e-08, 0, 0
1, 1.365e+07, -2.7467e-08, -1.0099e-08, 0, 0
1, 1.4288, -3.437e-09, -2.9087e-08, 0, 0
1, 3.3622e+07, -2.8863e-08, 3.1202e-08, 0, 0
1, 6.6834e+07, 2.7982e-08, 1.5045e-08, 0, 0
1, 0.61978, 2.7136e-08, 8.6293e-09, 0, 0
1, 614.55, 1.0854e-08, -4.1246e-08, 0, 0
1, 17270, 2.819e-08, -1.0048e-08, 0, 0
1, 3.0182, -1.7924e-07, -1.3825e-07, 0, 0
1, 8.3724, 7.0542e-08, 5.4137e-08, 0, 0
1, 5016.9, -9.5944e-08, 4.5886e-09, 0, 0
1, 37.656, -2.3144e-08, -7.5209e-08, 0, 0
1, 11468, -1.2112e-08, -6.4206e-08, 0, 0
1, 8.9165e+05, 1.0156e-08, 3.9617e-08, 0, 0
1, 9027, 3.9836e-08, 1.0797e-07, 0, 0
1, 21.073, -5.1085e-09, -3.0506e-08, 0, 0
1, 69.462, -3.1951e-08, 1.348e-08, 0, 0
1, 1.988, 6.4075e-08, -2.7262e-07, 0, 0
1, 9.0752, -2.2214e-09, 2.8638e-08, 0, 0
1, 7531, 4.113e-08, 6.1055e-08, 0, 0
1, 121.66, 2.6092e-08, 2.1822e-08, 0, 0
