# Time, Mass, X position, Y position
710,1000000000, -1759.4006586,461.983669177
710,1000000000, 610.749869143,722.703240691
710,1000000000, -2423.81673354,-2373.7007505
720,1000000000, 962.437659734,-1759.17340454
720,1000000000, -3440.78658007,2182.43651677
720,1000000000, -1516.61901962,-2008.75726075
720,1000000000, -148.031724952,4304.26550369
720,2000000000, 409.871237051,-205.516975098
720,1000000000, -1985.80004716,-929.740232624
720,1000000000, -1783.72269862,471.595472619
720,1000000000, 620.063539174,730.400279637
720,1000000000, -2443.87911459,-2406.22992461
730,1000000000, 977.167070917,-1785.3431879
730,1000000000, -3487.7375818,2212.99046661
730,1000000000, -1539.46003525,-2035.47621696
730,1000000000, -149.484935842,4364.13299326
730,2000000000, 414.181016858,-209.934648963
730,1000000000, -2012.40319026,-941.744939757
730,1000000000, -1808.04473586,481.207271191
730,1000000000, 629.377203419,738.097302809
730,1000000000, -2463.94148704,-2438.75909132
740,1000000000, 991.896477545,-1811.51296515
740,1000000000, -3534.68858095,2243.54441421
740,1000000000, -1562.30105623,-2062.19516822
740,1000000000, -150.93814717,4424.00048051
740,2000000000, 418.490795472,-214.352318588
740,1000000000, -2039.00632875,-953.749649146
740,1000000000, -1832.36677041,490.819065028
740,1000000000, 638.690862,745.794310632
740,1000000000, -2484.00385098,-2471.28825069
750,1000000000, 1006.62587974,-1837.68273645
750,1000000000, -3581.63957758,2274.09835964
750,1000000000, -1585.14208256,-2088.91411475
750,1000000000, -152.391358925,4483.86796551
750,2000000000, 422.800572937,-218.769984082
750,1000000000, -2065.60946274,-965.754360769
750,1000000000, -1856.68880233,500.430854261
750,1000000000, 648.004515033,753.491303514
750,1000000000, -2504.0662065,-2503.81740279
760,1000000000, 1021.35527761,-1863.85250198
760,1000000000, -3628.59057176,2304.65230295
760,1000000000, -1607.98311423,-2115.63305678
760,1000000000, -153.844571096,4543.73544833
760,2000000000, 427.110349298,-223.187645549
760,1000000000, -2092.21259235,-977.759074603
760,1000000000, -1881.01083169,510.042639013
760,1000000000, 657.318162634,761.188281847
760,1000000000, -2524.1285537,-2536.34654768
770,1000000000, 1036.08467126,-1890.02226189
770,1000000000, -3675.54156356,2335.20624419
770,1000000000, -1630.82415124,-2142.35199452
770,1000000000, -155.297783673,4603.60292901
770,2000000000, 431.420124593,-227.605303089
770,1000000000, -2118.81571767,-989.763790625
770,1000000000, -1905.33285857,519.654419406
770,1000000000, 666.631804913,768.885246008
770,1000000000, -2544.19089265,-2568.8756854
780,1000000000, 1050.8140608,-1916.19201632
780,1000000000, -3722.49255302,2365.76018343
780,1000000000, -1653.66519358,-2169.07092819
780,1000000000, -156.750996646,4663.47040761
780,2000000000, 435.729898863,-232.0229568
780,1000000000, -2145.41883881,-1001.76850881
780,1000000000, -1929.65488301,529.266195553
780,1000000000, 675.945441977,776.58219636
780,1000000000, -2564.25322345,-2601.40481602
790,1000000000, 1065.54344633,-1942.36176544
790,1000000000, -3769.44354021,2396.3141207
790,1000000000, -1676.50624124,-2195.78985799
790,1000000000, -158.204210006,4723.33788419
790,2000000000, 440.039672142,-236.440606777
790,1000000000, -2172.02195585,-1013.77322914
790,1000000000, -1953.97690508,538.877967565
790,1000000000, 685.259073931,784.279133252
790,1000000000, -2584.31554617,-2633.93393958
800,1000000000, 1080.27282796,-1968.53150937
800,1000000000, -3816.39452518,2426.86805606
800,1000000000, -1699.34729422,-2222.50878412
800,1000000000, -159.657423743,4783.20535879
800,2000000000, 444.349444467,-240.858253108
800,1000000000, -2198.62506888,-1025.77795157
800,1000000000, -1978.29892484,548.489735549
800,1000000000, 694.572700878,791.976057021
800,1000000000, -2604.37786091,-2666.46305614
810,1000000000, 1095.00220576,-1994.70124825
810,1000000000, -3863.34550799,2457.42198955
810,1000000000, -1722.1883525,-2249.22770677
810,1000000000, -161.11063785,4843.07283147
810,2000000000, 448.659215871,-245.275895882
810,1000000000, -2225.228178,-1037.7826761
810,1000000000, -2002.62094234,558.101499606
810,1000000000, 703.886322916,799.672967991
810,1000000000, -2624.44016774,-2698.99216573
820,1000000000, 1109.73157983,-2020.8709822
820,1000000000, -3910.29648868,2487.97592122
820,1000000000, -1745.02941608,-2275.94662613
820,1000000000, -162.563852316,4902.94030227
820,2000000000, 452.968986384,-249.693535182
820,1000000000, -2251.83128329,-1049.78740269
820,1000000000, -2026.94295764,567.713259836
820,1000000000, 713.199940141,807.369866473
820,1000000000, -2644.50246673,-2731.52126842
830,1000000000, 1124.46095027,-2047.04071136
830,1000000000, -3957.24746732,2518.52985111
830,1000000000, -1767.87048494,-2302.66554237
830,1000000000, -164.017067135,4962.80777124
830,2000000000, 457.278756038,-254.111171091
830,1000000000, -2278.43438483,-1061.79213131
830,1000000000, -2051.2649708,577.325016332
830,1000000000, 722.513552647,815.06675277
830,1000000000, -2664.56475797,-2764.05036423
840,1000000000, 1139.19031715,-2073.21043583
840,1000000000, -4004.19844393,2549.08377926
840,1000000000, -1790.71155907,-2329.38445567
840,1000000000, -165.470282298,5022.67523843
840,2000000000, 461.588524861,-258.528803686
840,1000000000, -2305.03748271,-1073.79686195
840,1000000000, -2075.58698185,586.936769186
840,1000000000, 731.827160525,822.763627171
840,1000000000, -2684.62704153,-2796.57945322
850,1000000000, 1153.91968055,-2099.38015574
850,1000000000, -4051.14941858,2579.63770572
850,1000000000, -1813.55263847,-2356.10336621
850,1000000000, -166.923497797,5082.54270387
850,2000000000, 465.89829288,-262.946433045
850,1000000000, -2331.64057698,-1085.80159457
850,1000000000, -2099.90899086,596.548518487
850,1000000000, 741.140763864,830.460489957
850,1000000000, -2704.68931748,-2829.10853542
860,1000000000, 1168.64904055,-2125.5498712
860,1000000000, -4098.1003913,2610.19163052
860,1000000000, -1836.39372311,-2382.82227414
860,1000000000, -168.376713626,5142.4101676
860,2000000000, 470.208060122,-267.364059239
860,1000000000, -2358.24366775,-1097.80632915
860,1000000000, -2124.23099786,606.160264318
860,1000000000, 750.45436275,838.157341398
860,1000000000, -2724.7515859,-2861.63761087
870,1000000000, 1183.37839724,-2151.71958231
870,1000000000, -4145.05136214,2640.7455537
870,1000000000, -1859.23481299,-2409.54117963
870,1000000000, -169.829929776,5202.27762967
870,2000000000, 474.517826611,-271.781682341
870,1000000000, -2384.84675506,-1109.81106565
870,1000000000, -2148.55300291,615.772006762
870,1000000000, 759.767957267,845.854181755
870,1000000000, -2744.81384686,-2894.16667961
880,1000000000, 1198.10775067,-2177.88928918
880,1000000000, -4192.00233114,2671.29947529
880,1000000000, -1882.07590808,-2436.26008283
880,1000000000, -171.283146241,5262.14509012
880,2000000000, 478.827592372,-276.199302419
880,1000000000, -2411.449839,-1121.81580407
880,1000000000, -2172.87500604,625.383745898
880,1000000000, 769.081547497,853.551011281
880,1000000000, -2764.87610042,-2926.69574168
890,1000000000, 1212.83710093,-2204.0589919
890,1000000000, -4238.95329834,2701.85339534
890,1000000000, -1904.91700837,-2462.9789839
890,1000000000, -172.736363014,5322.01254898
890,2000000000, 483.137357428,-280.616919539
890,1000000000, -2438.05291962,-1133.82054436
890,1000000000, -2197.19700731,634.995481802
890,1000000000, 778.395133518,861.247830221
890,1000000000, -2784.93834665,-2959.2247971
900,1000000000, 1227.56644809,-2230.22869058
900,1000000000, -4285.90426378,2732.40731387
900,1000000000, -1927.75811385,-2489.69788298
900,1000000000, -174.189580089,5381.88000628
900,2000000000, 487.4471218,-285.034533767
900,1000000000, -2464.65599701,-1145.8252865
900,1000000000, -2221.51900674,644.607214548
900,1000000000, 787.708715409,868.944638809
900,1000000000, -2805.00058563,-2991.75384592
910,1000000000, 1242.2957922,-2256.39838529
910,1000000000, -4332.85522749,2762.96123092
910,1000000000, -1950.59922449,-2516.41678021
910,1000000000, -175.642797458,5441.74746206
910,2000000000, 491.756885509,-289.452145164
910,1000000000, -2491.25907121,-1157.83003048
910,1000000000, -2245.84100439,654.218944206
910,1000000000, 797.022293245,876.641437274
910,1000000000, -2825.06281742,-3024.28288815
920,1000000000, 1257.02513333,-2282.56807614
920,1000000000, -4379.80618952,2793.51514652
920,1000000000, -1973.44034028,-2543.13567574
920,1000000000, -177.096015118,5501.61491636
920,2000000000, 496.066648576,-293.86975379
920,1000000000, -2517.86214229,-1169.83477625
920,1000000000, -2270.16300028,663.830670846
920,1000000000, 806.3358671,884.338225837
920,1000000000, -2845.12504209,-3056.81192384
930,1000000000, 1271.75447155,-2308.73776322
930,1000000000, -4426.7571499,2824.06906069
930,1000000000, -1996.2814612,-2569.8545697
930,1000000000, -178.54923306,5561.48236921
930,2000000000, 500.376411019,-298.287359706
930,1000000000, -2544.46521032,-1181.83952381
930,1000000000, -2294.48499446,673.442394535
930,1000000000, 815.649437044,892.035004712
930,1000000000, -2865.1872597,-3089.34095302
940,1000000000, 1286.48380691,-2334.90744659
940,1000000000, -4473.70810866,2854.62297348
940,1000000000, -2019.12258722,-2596.57346222
940,1000000000, -180.00245128,5621.34982063
940,2000000000, 504.686172858,-302.704962966
940,1000000000, -2571.06827534,-1193.84427311
940,1000000000, -2318.80698697,683.054115336
940,1000000000, 824.963003149,899.731774105
940,1000000000, -2885.24947031,-3121.8699757
950,1000000000, 1301.21313948,-2361.07712635
950,1000000000, -4520.65906583,2885.17688491
950,1000000000, -2041.96371833,-2623.29235343
950,1000000000, -181.455669771,5681.21727066
950,2000000000, 508.995934109,-307.122563627
950,1000000000, -2597.67133742,-1205.84902414
950,1000000000, -2343.12897783,692.665833311
950,1000000000, 834.276565481,907.428534217
950,1000000000, -2905.31167399,-3154.39899193
960,1000000000, 1315.94246931,-2387.24680257
960,1000000000, -4567.61002146,2915.73079501
960,1000000000, -2064.80485451,-2650.01124346
960,1000000000, -182.90888853,5741.08471933
960,2000000000, 513.30569479,-311.540161741
960,1000000000, -2624.2743966,-1217.85377688
960,1000000000, -2367.45096708,702.277548522
960,1000000000, 843.590124107,915.125285241
960,1000000000, -2925.37387081,-3186.92800172
970,1000000000, 1330.67179645,-2413.41647533
970,1000000000, -4614.56097556,2946.2847038
970,1000000000, -2087.64599573,-2676.73013242
970,1000000000, -184.362107549,5800.95216666
970,2000000000, 517.615454918,-315.95775736
970,1000000000, -2650.87745295,-1229.85853129
970,1000000000, -2391.77295476,711.889261027
970,1000000000, 852.903679091,922.822027367
970,1000000000, -2945.43606082,-3219.4570051
980,1000000000, 1345.40112096,-2439.58614471
980,1000000000, -4661.51192817,2976.83861131
980,1000000000, -2110.48714198,-2703.44902044
980,1000000000, -185.815326824,5860.81961269
980,2000000000, 521.925214507,-320.375350535
980,1000000000, -2677.48050652,-1241.86328736
980,1000000000, -2416.0949409,721.500970882
980,1000000000, 862.217230498,930.518760776
980,1000000000, -2965.49824408,-3251.98600209
990,1000000000, 1360.13044289,-2465.75581076
990,1000000000, -4708.46287933,3007.39251756
990,1000000000, -2133.32829322,-2730.16790762
990,1000000000, -187.268546351,5920.68705744
990,2000000000, 526.234973573,-324.792941315
990,1000000000, -2704.08355735,-1253.86804505
990,1000000000, -2440.41692552,731.112678142
990,1000000000, 871.530778387,938.215485646
990,1000000000, -2985.56042066,-3284.51499272
1000,1000000000, 1374.8597623,-2491.92547357
1000,1000000000, -4755.41382905,3037.94642259
1000,1000000000, -2156.16944943,-2756.88679409
1000,1000000000, -188.721766124,5980.55450093
1000,2000000000, 530.544732131,-329.210529746
1000,1000000000, -2730.68660549,-1265.87280436
1000,1000000000, -2464.73890867,740.72438286
1000,1000000000, 880.844322818,945.912202147
1000,1000000000, -3005.62259062,-3317.04397702
